temple,instructionrooms,sealingrooms,baptismrooms,squarefootage,acreage,stakes,districts,all_units,elevation_ft,tower_spire,att_tower_spire,angelmoroni,announcement,groundbreaking,dedication,temple_urls,temple_address,lat,long,prophet,interval,prophet_start,prophet_end,location,status,date,templeOrgId,templeNameId,city,stateRegion,country,sortDate,guess_country,missing_state,first_word,lat_general,long_general,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID
Guadalajara Mexico Temple,2,2,1,10700,2.69,18,5,23,NA,1,Attached,Yes,1999-04-14,1999-06-12,2001-04-29,https://churchofjesuschristtemples.org/guadalajara-mexico-temple,"Av. Patria #879, Fracc. Jardines Tepeyac, 45030 Zapopan, Jalisco, Mexico",20.664909684821,-103.423972899964,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Zapopan, Jalisco, Mexico",OPERATING,29 April 2001,38682,guadalajara-mexico-temple,Zapopan,Jalisco,Mexico,"April 29, 2001",NA,FALSE,Guadalajara Mexico ,20.7211203,-103.3913671,NA,NA,NA,NA,NA
Guatemala City Guatemala Temple,4,3,1,11610,1.4,33,9,42,NA,6,Detached,Yes,1981-04-01,1982-09-12,1984-12-14,https://churchofjesuschristtemples.org/guatemala-city-guatemala-temple,"24 Avenida 2-20, Zona 15, Vista Hermosa 1, Guatemala City, Guatemala, Guatemala",14.583655861908,-90.485792173136,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Guatemala City, Guatemala, Guatemala",OPERATING,14 December 1984,36,guatemala-city-guatemala-temple,Guatemala City,Guatemala,Guatemala,"December 14, 1984",NA,FALSE,Guatemala City Guatemala ,14.6424667,-90.5131361,NA,NA,NA,NA,NA
Guayaquil Ecuador Temple,4,3,1,45000,6.2,29,4,33,58.1,1,Attached,Yes,1982-03-31,1996-08-10,1999-08-01,https://churchofjesuschristtemples.org/guayaquil-ecuador-temple,"Calle Rosendo Maridueña 8845, Urdesa Norte, 090510 Guayaquil, Ecuador",-2.17924,-79.89577,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Guayaquil, Guayas, Ecuador",OPERATING,1 August 1999,37,guayaquil-ecuador-temple,Guayaquil,Guayas,Ecuador,"August 1, 1999",NA,FALSE,Guayaquil Ecuador ,-2.1900563,-79.8868741,NA,NA,NA,NA,NA
Halifax Nova Scotia Temple,2,2,1,10700,2,2,1,3,209.8,1,Attached,Yes,1998-05-07,1998-10-12,1999-11-14,https://churchofjesuschristtemples.org/halifax-nova-scotia-temple,"44 Cumberland Dr, Dartmouth, Nova Scotia B2V 2C7, Canada",44.669995901487,-63.489126424999,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Dartmouth, Nova Scotia, Canada",OPERATING,14 November 1999,36560,halifax-nova-scotia-temple,Dartmouth,Nova Scotia,Canada,"November 14, 1999",NA,FALSE,Halifax Nova Scotia ,44.6799707,-63.5720232,NA,NA,NA,NA,NA
Hamilton New Zealand Temple,2,5,1,45251,35,31,3,34,131.2,1,Attached,No,1955-02-17,1955-12-21,1958-04-20,https://churchofjesuschristtemples.org/hamilton-new-zealand-temple,"509 Tuhikaramea Rd, Temple View, Hamilton 3218, New Zealand",-37.824865010485,175.224630104017,David O. McKay,1951-04-09 UTC--1970-01-18 UTC,1951-04-09T00:00:00Z,1970-01-18T00:00:00Z,"Hamilton, Auckland, New Zealand",OPERATING,20 April 1958,45,hamilton-new-zealand-temple,Hamilton,Auckland,New Zealand,"April 20, 1958",NA,FALSE,Hamilton New Zealand ,-36.9634122,174.5732131,NA,NA,NA,NA,NA
Harare Zimbabwe Temple,2,2,1,17250,6.7,NA,NA,NA,NA,1,Attached,No,2016-04-03,2020-12-12,NA,https://churchofjesuschristtemples.org/harare-zimbabwe-temple,"65 Enterprise Road, Highlands, Harare, Zimbabwe",-17.797085003833,31.098160017793,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Harare, Zimbabwe",CONSTRUCTION,Construction,4086053,harare-zimbabwe-temple,Harare,,Zimbabwe,,NA,TRUE,Harare Zimbabwe ,-17.831773,31.045686,NA,NA,NA,NA,NA
Hartford Connecticut Temple,2,2,1,32246,11.3,7,0,7,179.8,1,Attached,Yes,2010-10-02,2013-08-17,2016-11-20,https://churchofjesuschristtemples.org/hartford-connecticut-temple,"2 Central Wy, Farmington, Connecticut 06032, United States",41.736823191126,-72.844427679872,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Farmington, Connecticut, United States",OPERATING,20 November 2016,4009692,hartford-connecticut-temple,Farmington,Connecticut,United States,"November 20, 2016",NA,FALSE,Hartford  ,41.7198216,-72.8320435,09,003,460203,2,090034602032
Heber Valley Utah Temple,4,4,1,88000,17.9,NA,NA,NA,NA,2,Attached,No,2021-10-03,2022-10-08,NA,https://churchofjesuschristtemples.org/heber-valley-utah-temple,"1400 E Center St, Heber City, Utah, United States",40.507372710356,-111.391666255509,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Utah, United States",CONSTRUCTION,Construction,4142982,heber-valley-utah-temple,Heber Valley,Utah,United States,,NA,TRUE,Heber Valley  ,40.499,-111.43379,49,051,940500,4,490519405004
Helena Montana Temple,1,1,1,9794,4.75,5,0,5,NA,1,Attached,No,2021-04-04,2021-06-26,2023-06-18,https://churchofjesuschristtemples.org/helena-montana-temple,"1260 Otter Road, Helena, Montana 59602, United States",46.63362850744,-112.019034210601,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Helena, Montana, United States",OPERATING,18 June 2023,4138361,helena-montana-temple,Helena,Montana,United States,"June 18, 2023",NA,FALSE,Helena  ,46.5927425,-112.036277,30,049,000400,2,300490004002
Helsinki Finland Temple,2,2,1,16350,7.4,4,2,6,87.1,1,Attached,Yes,2000-04-02,2003-03-29,2006-10-22,https://churchofjesuschristtemples.org/helsinki-finland-temple,"Leppäsillantie 3, FI-02620 Espoo, Finland",60.225139609643,24.781653296566,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Espoo, Uusimaa, Finland",OPERATING,22 October 2006,43203,helsinki-finland-temple,Espoo,Uusimaa,Finland,"October 22, 2006",NA,FALSE,Helsinki Finland ,60.2047672,24.6568435,NA,NA,NA,NA,NA
Hermosillo Sonora Mexico Temple,2,2,1,10769,1.54,9,7,16,758.8,1,Attached,Yes,1998-07-20,1998-12-05,2000-02-27,https://churchofjesuschristtemples.org/hermosillo-sonora-mexico-temple,"General Pedro Garcia Conde No 303, Esquina Con Juan José Ríos, Colonia Pitic, 83150 Hermosillo, Sonora, Mexico",29.102610004648,-110.947179985674,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Hermosillo, Sonora, Mexico",OPERATING,27 February 2000,36561,hermosillo-sonora-mexico-temple,Hermosillo,Sonora,Mexico,"February 27, 2000",NA,FALSE,Hermosillo Sonora Mexico ,29.0948207,-110.9692202,NA,NA,NA,NA,NA
Hong Kong China Temple,2,2,1,51921,0.31,6,7,13,102,1,Attached,No,1992-10-03,1994-01-22,1996-05-26,https://churchofjesuschristtemples.org/hong-kong-china-temple,"2 Cornwall St, Kowloon Tong, Kowloon City, Hong Kong",22.340390888201,114.177321472288,Ezra Taft Benson,1985-11-10 UTC--1994-05-30 UTC,1985-11-10T00:00:00Z,1994-05-30T00:00:00Z,"Kowloon Tong, Kowloon City, Hong Kong",OPERATING,26 May 1996,55,hong-kong-china-temple,Kowloon Tong,Kowloon City,Hong Kong,"May 26, 1996",NA,FALSE,Hong Kong China ,NA,NA,NA,NA,NA,NA,NA
Houston Texas Temple,2,3,1,33970,11,22,0,22,116.2,1,Attached,Yes,1997-09-30,1998-06-13,2000-08-26,https://churchofjesuschristtemples.org/houston-texas-temple,"15725 Champion Forest Dr, Klein, Texas 77379-7036, United States",29.999426999129,-95.532854011065,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Spring, Texas, United States",OPERATING,26 August 2000,36562,houston-texas-temple,Spring,Texas,United States,"August 26, 2000",NA,FALSE,Houston  ,30.0798826,-95.4172549,48,201,554002,1,482015540021
Huehuetenango Guatemala Temple,1,1,1,10787,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-02,NA,NA,https://churchofjesuschristtemples.org/huehuetenango-guatemala-temple,"18 Avenida, Zona 4, El Terrero, Huehuetenango, Guatemala",15.326483488745,-91.490305300302,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Guatemala,ANNOUNCED,Announced,4153311,huehuetenango-guatemala-temple,,,guatemala,,guatemala,TRUE,Huehuetenango Guatemala ,15.5855545,-90.345759,NA,NA,NA,NA,NA
Idaho Falls Idaho Temple,4,7,1,85624,8.28,29,0,29,NA,1,Attached,Yes,1937-03-03,1939-12-19,1945-09-23,https://churchofjesuschristtemples.org/idaho-falls-idaho-temple,"1000 Memorial Dr, Idaho Falls, Idaho 83402-3410, United States",43.498176877008,-112.0398339012,Heber J. Grant,1918-11-23 UTC--1945-05-14 UTC,1918-11-23T00:00:00Z,1945-05-14T00:00:00Z,"Idaho Falls, Idaho, United States",OPERATING,23 September 1945,38,idaho-falls-idaho-temple,Idaho Falls,Idaho,United States,"September 23, 1945",NA,FALSE, Falls Idaho ,43.4887907,-112.03628,16,019,971200,3,160199712003
Indianapolis Indiana Temple,2,2,1,34000,18.11,10,0,10,849.9,1,Attached,Yes,2010-10-02,2012-09-29,2015-08-23,https://churchofjesuschristtemples.org/indianapolis-indiana-temple,"11565 Temple Dr, Carmel, Indiana 46032-8859, United States",39.955310984494,-86.166308972131,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Carmel, Indiana, United States",OPERATING,23 August 2015,4009690,indianapolis-indiana-temple,Carmel,Indiana,United States,"August 23, 2015",NA,FALSE,polis Indiana ,39.9784186,-86.1283681,18,057,111001,2,180571110012
Johannesburg South Africa Temple,4,3,1,19184,1,35,31,66,NA,6,Detached,Yes,1981-04-01,1982-11-27,1985-08-24,https://churchofjesuschristtemples.org/johannesburg-south-africa-temple,"7 Jubilee Rd, Parktown, Johannesburg 2193, South Africa",-26.178340006703,28.039369987342,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Johannesburg, Gauteng, South Africa",OPERATING,24 August 1985,2,johannesburg-south-africa-temple,Johannesburg,Gauteng,South Africa,"August 24, 1985",NA,FALSE,Johannesburg South Africa ,-26.205,28.049722,NA,NA,NA,NA,NA
Jordan River Utah Temple,6,16,1,148236,15,64,0,64,NA,1,Attached,Yes,1978-02-03,1979-06-09,1981-11-16,https://churchofjesuschristtemples.org/jordan-river-utah-temple,"10200 S Temple Drive, South Jordan, Utah 84095-8814, United States",40.566175999384,-111.931410968272,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"South Jordan, Utah, United States",OPERATING,16 November 1981,39,jordan-river-utah-temple,South Jordan,Utah,United States,"November 16, 1981",NA,FALSE,Jordan River  ,40.5584882,-111.9367107,49,035,113010,3,490351130103
Kansas City Missouri Temple,2,3,1,32000,8.05,10,0,10,875.7,2,Attached,Yes,2008-10-04,2010-05-08,2012-05-06,https://churchofjesuschristtemples.org/kansas-city-missouri-temple,"7001 Searcy Creek Pkwy, Kansas City, Missouri 64119-5336, United States",39.220264008837,-94.501298970776,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Kansas City, Missouri, United States",OPERATING,6 May 2012,4005413,kansas-city-missouri-temple,Kansas City,Missouri,United States,"May 6, 2012",NA,FALSE, City Missouri ,39.100105,-94.5781416,29,047,021206,3,290470212063
Kaohsiung Taiwan Temple,1,1,1,10900,1.26,NA,NA,NA,28.7,1,Attached,No,2021-10-03,2023-11-25,NA,https://churchofjesuschristtemples.org/kaohsiung-taiwan-temple,"Dachang Road and Dehua Street, Niaosong District, Kaohsiung, Taiwan",22.650429984858,120.344990026366,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Taiwan,ANNOUNCED,Announced,4142970,kaohsiung-taiwan-temple,,,taiwan,,taiwan,TRUE,Kaohsiung Taiwan ,23.9739374,120.9820179,NA,NA,NA,NA,NA
Kinshasa Democratic Republic of the Congo Temple,1,1,1,12000,5,31,8,39,914,1,Attached,No,2011-10-01,2016-02-12,2019-04-14,https://churchofjesuschristtemples.org/kinshasa-democratic-republic-of-the-congo-temple,"50 Croisement Avenue de l’ OUA / Milolo, Quartier Basoko GB, Commune de Ngaliema, Ville de Kinshasa, Democratic Republic of the Congo",-4.35136,15.24783,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Kinshasa, Democratic Republic of the Congo",OPERATING,14 April 2019,4012418,kinshasa-democratic-republic-of-the-congo-temple,Kinshasa,,Democratic Republic of the Congo,"April 14, 2019",NA,TRUE,Kinshasa Democratic Republic of the Congo ,-4.3217055,15.3125974,NA,NA,NA,NA,NA
Knoxville Tennessee Temple,2,2,1,30000,4.99,NA,NA,NA,989.3,1,Attached,No,2022-04-03,NA,NA,https://churchofjesuschristtemples.org/knoxville-tennessee-temple,"13001 Kingston Pike, Farragut, Tennessee 37934, United States",35.863705208241,-84.218037972769,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Tennessee, United States",ANNOUNCED,Announced,4148130,knoxville-tennessee-temple,Knoxville,Tennessee,United States,,NA,TRUE,Knoxville  ,35.9603948,-83.9210261,47,093,005810,1,470930058101
Kona Hawaii Temple,2,2,1,10700,7.02,4,0,4,198.4,1,Attached,Yes,1998-05-07,1999-03-13,2000-01-23,https://churchofjesuschristtemples.org/kona-hawaii-temple,"75-230 Kalani St, Kailua Kona, Hawaii 96740-1833, United States",19.641411988829,-155.986329026514,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Kailua-Kona, Hawaii, United States",RENOVATION,Renovation,36564,kona-hawaii-temple,Kailua-Kona,Hawaii,United States,,NA,FALSE,Kona  ,19.641941,-155.996933,15,001,021601,5,150010216015
Kumasi Ghana Temple,NA,NA,NA,22750,2.08,NA,NA,NA,918,NA,NA,NA,2021-04-04,NA,NA,https://churchofjesuschristtemples.org/kumasi-ghana-temple,"Y11 Suntreso Rd, Bantama, Kumasi, Ghana",6.703244479611,-1.639454843574,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Ghana,ANNOUNCED,Announced,4138353,kumasi-ghana-temple,,,ghana,,ghana,TRUE,Kumasi Ghana ,8.0300284,-1.0800271,NA,NA,NA,NA,NA
Kyiv Ukraine Temple,2,2,1,22184,12.35,4,8,12,562.5,1,Attached,Yes,1998-07-20,2007-06-23,2010-08-29,https://churchofjesuschristtemples.org/kyiv-ukraine-temple,"1 Yabluneva Street, v. Sofiivs'ka Borshchagivka, Kyevo-Sviatoshyns'ky Rayon, Kyivs'ka Oblast 08131, Ukraine",50.40400803461,30.393400979776,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Kyevo-Sviatoshyns’ky Rayon, Kyiv, Ukraine",OPERATING,29 August 2010,36563,kyiv-ukraine-temple,Kyevo-Sviatoshyns’ky Rayon,Kyiv,Ukraine,"August 29, 2010",NA,FALSE,Kyiv Ukraine ,NA,NA,NA,NA,NA,NA,NA
La Paz Bolivia Temple,NA,NA,NA,18850,3.8,NA,NA,NA,NA,NA,NA,NA,2021-10-03,NA,NA,https://churchofjesuschristtemples.org/la-paz-bolivia-temple,"Avenida Los Sauces and Calle 8 de Calacoto, Calacoto, La Paz, Bolivia",-16.54504001911,-68.090360019398,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Bolivia,ANNOUNCED,Announced,4142977,la-paz-bolivia-temple,,,bolivia,,bolivia,TRUE,La Paz Bolivia ,-17.0568696,-64.9912286,NA,NA,NA,NA,NA
Lagos Nigeria Temple,2,2,1,19800,2.7,NA,NA,NA,5.7,NA,NA,NA,2018-10-07,NA,NA,https://churchofjesuschristtemples.org/lagos-nigeria-temple,"Rumens Road and Bourdillon Road, Ikoyi, Lagos, Nigeria",6.444409995547,3.431979978193,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Nigeria,ANNOUNCED,Announced,4114418,lagos-nigeria-temple,,,nigeria,,nigeria,TRUE,Lagos Nigeria ,9.6000359,7.9999721,NA,NA,NA,NA,NA
Laie Hawaii Temple,4,5,1,42100,11.4,14,0,14,29.2,1,Attached,No,1915-10-03,1916-02-08,1919-11-27,https://churchofjesuschristtemples.org/laie-hawaii-temple,"55-600 Naniloa Loop, Laie, Hawaii 96762-2202, United States",21.647403003484,-157.931907976946,Joseph F. Smith,1901-10-17 UTC--1918-11-19 UTC,1901-10-17T00:00:00Z,1918-11-19T00:00:00Z,"Laie, Hawaii, United States",OPERATING,27 November 1919,1,laie-hawaii-temple,Laie,Hawaii,United States,"November 27, 1919",NA,FALSE,Laie  ,21.6438449,-157.924442,15,003,010202,4,150030102024
Las Vegas Nevada Temple,4,6,1,80350,10.3,30,0,30,NA,6,Attached,Yes,1984-04-07,1985-11-30,1989-12-16,https://churchofjesuschristtemples.org/las-vegas-nevada-temple,"827 Temple View Dr, Las Vegas, Nevada 89110-2920, United States",36.175098007626,-115.020228035292,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"Las Vegas, Nevada, United States",OPERATING,16 December 1989,4,las-vegas-nevada-temple,Las Vegas,Nevada,United States,"December 16, 1989",NA,FALSE,Las Vegas  ,36.1672559,-115.148516,32,003,007200,1,320030072001
Layton Utah Temple,NA,NA,NA,87000,11.87,NA,NA,NA,NA,2,Attached,Yes,2018-04-01,2020-05-23,NA,https://churchofjesuschristtemples.org/layton-utah-temple,"1400 Oak Hills Drive, Layton, Utah 84040, United States",41.061649993556,-111.938659973414,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Layton, Utah, United States",CONSTRUCTION,Construction,4108674,layton-utah-temple,Layton,Utah,United States,,NA,FALSE,Layton  ,41.0751048,-111.9741925,49,011,125906,2,490111259062
Lethbridge Alberta Temple,NA,NA,NA,45000,9,NA,NA,NA,NA,NA,NA,NA,2023-04-02,NA,NA,https://churchofjesuschristtemples.org/lethbridge-alberta-temple,"Whoop Up Drive West and Mauretania Road West, Lethbridge, Alberta, Canada",49.669780651885,-112.908651359802,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Alberta, Canada",ANNOUNCED,Announced,4156614,lethbridge-alberta-temple,Alberta,,Canada,,NA,TRUE,Lethbridge Alberta ,52.2875,-117.4769,NA,NA,NA,NA,NA
Lima Peru Los Olivos Temple,NA,NA,NA,22077,2.46,NA,NA,NA,332.4,1,Attached,No,2016-04-03,2019-06-08,2024-01-14,https://churchofjesuschristtemples.org/lima-peru-los-olivos-temple,"Avenida Eloy Espinoza 680, Urbanización Palao 4ta Etapa, San Martín de Porres, Lima, Lima 15102, Peru",-12.020190903089,-77.054860842123,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Los Olivos, Lima, Peru",CONSTRUCTION,Construction,4086056,lima-peru-los-olivos-temple,Los Olivos,Lima,Peru,,NA,FALSE,Lima Peru Los Olivos ,-11.9659853,-77.07307131998294,NA,NA,NA,NA,NA
Lima Peru Temple,4,3,1,9600,4.5,68,7,75,812.7,6,Detached,Yes,1981-04-01,1982-09-11,1986-01-10,https://churchofjesuschristtemples.org/lima-peru-temple,"Av. Javier Prado Este 6420, Urb. Santa Patricia, La Molina, Lima 12, Peru",-12.069641327988,-76.950385420636,Spencer W. Kimball,1973-12-30 UTC--1985-11-05 UTC,1973-12-30T00:00:00Z,1985-11-05T00:00:00Z,"La Molina, Lima, Peru",OPERATING,10 January 1986,42,lima-peru-temple,La Molina,Lima,Peru,"January 10, 1986",NA,FALSE,Lima Peru ,-12.0901768,-76.92233779667893,NA,NA,NA,NA,NA
Lindon Utah Temple,4,4,2,87005,11.87,NA,NA,NA,NA,2,Attached,No,2020-10-04,2022-04-23,NA,https://churchofjesuschristtemples.org/lindon-utah-temple,"Approximately 850 East Center Street, Lindon, Utah, United States",40.337827008819,-111.694581593581,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Utah, United States",CONSTRUCTION,Construction,4134472,lindon-utah-temple,Lindon,Utah,United States,,NA,TRUE,Lindon  ,40.3432857,-111.72076,49,049,000603,2,490490006032
Lisbon Portugal Temple,2,1,1,23730,4.6,7,1,8,45.5,1,Attached,Yes,2010-10-02,2015-12-05,2019-09-15,https://churchofjesuschristtemples.org/lisbon-portugal-temple,"Avenida Dom João II, Nº75, Parque Das Nações, 1990-364 Lisboa, Portugal",38.776487021982,-9.097118760496,Thomas S. Monson,2008-02-03 UTC--2018-01-02 UTC,2008-02-03T00:00:00Z,2018-01-02T00:00:00Z,"Lisbon, Portugal",OPERATING,15 September 2019,4009689,lisbon-portugal-temple,Lisbon,,Portugal,"September 15, 2019",NA,TRUE,Lisbon Portugal ,38.7077507,-9.1365919,NA,NA,NA,NA,NA
Logan Utah Temple,4,11,1,119619,9,43,0,43,NA,2,Attached,No,1876-10-06,1877-05-18,1884-05-17,https://churchofjesuschristtemples.org/logan-utah-temple,"175 N 300 E, Logan, Utah 84321-4720, United States",41.734414986211,-111.828014995823,Brigham Young,1844-06-27 UTC--1877-08-29 UTC,1844-06-27T00:00:00Z,1877-08-29T00:00:00Z,"Logan, Utah, United States",OPERATING,17 May 1884,3,logan-utah-temple,Logan,Utah,United States,"May 17, 1884",NA,FALSE,Logan  ,41.7313063,-111.834914,49,005,000800,4,490050008004
London England Temple,4,8,1,42652,32,19,1,20,196.8,1,Attached,Yes,1953-08-10,1955-08-27,1958-09-07,https://churchofjesuschristtemples.org/london-england-temple,"West Park Road, Newchapel, Surrey, England RH7 6HW, United Kingdom",51.158887001742,-0.065571878648,David O. McKay,1951-04-09 UTC--1970-01-18 UTC,1951-04-09T00:00:00Z,1970-01-18T00:00:00Z,"Newchapel, Surrey, England",OPERATING,7 September 1958,41,london-england-temple,Newchapel,Surrey,England,"September 7, 1958",NA,FALSE,London England ,NA,NA,NA,NA,NA,NA,NA
Londrina Brazil Temple,NA,NA,NA,32000,NA,NA,NA,NA,NA,NA,NA,NA,2022-10-02,NA,NA,https://churchofjesuschristtemples.org/londrina-brazil-temple,"Avenida Harry Prochet, Jardim São Jorge, Londrina–PR, Brazil",-23.347645684055,-51.165115843979,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Brazil,ANNOUNCED,Announced,4153309,londrina-brazil-temple,,,brazil,,brazil,TRUE,Londrina Brazil ,-10.3333333,-53.2,NA,NA,NA,NA,NA
Lone Mountain Nevada Temple,NA,NA,NA,87000,19.8,NA,NA,NA,NA,NA,NA,NA,2022-10-02,NA,NA,https://churchofjesuschristtemples.org/lone-mountain-nevada-temple,"Lone Mountain, Las Vegas, Nevada, United States",36.22795,-115.28822,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,"Nevada, United States",ANNOUNCED,Announced,4153315,lone-mountain-nevada-temple,Lone Mountain,Nevada,United States,,NA,TRUE,Lone Mountain  ,36.2386582,-115.3148492,32,003,003243,2,320030032432
Los Angeles California Temple,4,10,1,190614,13,36,0,36,289.9,1,Attached,Yes,1937-03-06,1951-09-22,1956-03-11,https://churchofjesuschristtemples.org/los-angeles-california-temple,"10777 Santa Monica Blvd, Los Angeles, California 90025-4718, United States",34.052465015115,-118.433708985538,Heber J. Grant,1918-11-23 UTC--1945-05-14 UTC,1918-11-23T00:00:00Z,1945-05-14T00:00:00Z,"Los Angeles, California, United States",OPERATING,11 March 1956,40,los-angeles-california-temple,Los Angeles,California,United States,"March 11, 1956",NA,FALSE,Los Angeles  ,34.0536909,-118.242766,06,037,265601,2,060372656012
Louisville Kentucky Temple,2,2,1,10700,3,9,0,9,785.7,1,Attached,Yes,1999-03-17,1999-05-29,2000-03-19,https://churchofjesuschristtemples.org/louisville-kentucky-temple,"7118 West Hwy 22, Crestwood, Kentucky 40014, United States",38.321085999869,-85.48882999713,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Crestwood, Kentucky, United States",OPERATING,19 March 2000,38376,louisville-kentucky-temple,Crestwood,Kentucky,United States,"March 19, 2000",NA,FALSE,Louisville  ,38.3235441,-85.4726215,21,185,030601,3,211850306013
Lubbock Texas Temple,2,2,1,16498,2.7,7,1,8,NA,1,Attached,Yes,2000-04-02,2000-11-04,2002-04-21,https://churchofjesuschristtemples.org/lubbock-texas-temple,"7016 Frankford Ave, Lubbock, Texas 79424, United States",33.529320011628,-101.940440964857,Gordon B. Hinckley,1995-03-12 UTC--2008-01-27 UTC,1995-03-12T00:00:00Z,2008-01-27T00:00:00Z,"Lubbock, Texas, United States",OPERATING,21 April 2002,43205,lubbock-texas-temple,Lubbock,Texas,United States,"April 21, 2002",NA,FALSE,Lubbock  ,33.5855677,-101.8470215,48,303,001707,1,483030017071
Lubumbashi Democratic Republic of the Congo Temple,2,2,1,16700,2.57,NA,NA,NA,NA,1,Attached,No,2020-04-05,2022-08-20,NA,https://churchofjesuschristtemples.org/lubumbashi-democratic-republic-of-the-congo-temple,"Av. Kashobwe, Lubumbashi, Democratic Republic of the Congo",-11.647370507853,27.466940222958,Russell M. Nelson,2018-01-14 UTC--2023-10-26 UTC,2018-01-14T00:00:00Z,2023-10-26T00:00:00Z,Democratic Republic of the Congo,CONSTRUCTION,Construction,4130712,lubumbashi-democratic-republic-of-the-congo-temple,,,republic of the congo,,republic of the congo,TRUE,Lubumbashi Democratic Republic of the Congo ,-0.7264327,15.6419155,NA,NA,NA,NA,NA
